CH4_out,T_max_K,A_over_V_1_per_cm,diameter_cm,porosity
0.002807777587846814,2836.261026626281,1997.097621612757,1.0000003024584871,0.4999997904646244
0.000347251985410983,2840.171037968811,1998.7028771991647,1.9480468130209396,0.49999806185178236
0.00045291731846059194,2858.580500559011,1999.949726791205,1.4738459128481087,0.49999206134647634
0.00038651769350692513,2858.6634747301755,1999.9908634148544,1.5925084663420341,0.49907258075982197
0.0003652635710743916,2856.834183314592,1997.097621612757,1.6699453589965745,0.49999957864685535
0.0018715260780074316,2824.0348813737082,1999.892905368685,1.0831562828503736,0.49998349087935184
0.0013370633490526948,2835.7244194594628,1998.926661583971,1.1549937815362987,0.4999974404574721
0.000493274667773498,2857.673285281485,1997.097621612757,1.4336295884851107,0.49999957864685535
0.00041565662447496076,2859.0490390273694,1999.7968017279618,1.527033092765709,0.49989003896106615
0.0014582210351892523,2832.957825619579,1999.5946148071434,1.136014683801533,0.4999945577047383
0.0011782474552996579,2839.4793643527887,1999.9978493711815,1.18266240324365,0.4999994478153245
0.002221817313395363,2825.589271100722,1999.9896484649173,1.0474920553004559,0.49999206134647634
0.0016592032479155853,2828.5285769873335,1999.0581405314913,1.108653160972989,0.4999931270041322
0.002024606999077678,2821.2658050725004,1999.892905368685,1.0667521419000618,0.4999994541617794
0.000351253819697366,2851.5121532461044,1997.981920012978,1.7888643906014607,0.4999995648032724
0.002682605318665801,2834.2063006110257,1993.0213453313422,1.0104148566319389,0.4999989949166208
0.0005231584772795323,2856.8956874933547,1999.9908634148544,1.4081517118261917,0.4999936436590561
0.0003495952528837827,2849.63115336409,1998.1099821479327,1.8203974613430027,0.499981594340264
0.00035611356523453547,2854.436418053581,1999.8982079226203,1.7307412659527817,0.4999862958218298
0.0017897714982855629,2825.744630159465,1999.9502373541222,1.0926865681280473,0.499891759631048
0.0017368502232842204,2826.8648121524307,1999.9502373541222,1.0989892025985442,0.499891759631048
0.0003938962087888224,2858.8831710963427,1998.8555528843913,1.571036819044328,0.49999934036823546
0.0022977251430454024,2827.13983351927,1999.983612228989,1.0405702001719737,0.4999857373539675
0.0003473435290952359,2842.565645792328,1999.9169977586726,1.9183460268661467,0.49999806185178236
0.0024465792168286557,2830.0202335939284,1999.9996169135572,1.0275977203736604,0.4999998018638268
0.002652607614583316,2833.6977686168425,1993.0213453313422,1.0127310697524436,0.4999989949166208
0.0012772287434685919,2837.120942834087,1997.097621612757,1.1655664734811595,0.4999997904646244
0.0007082659826414074,2851.6947518003085,1999.9984703401326,1.3086297446256638,0.49999912537606134
0.0014904236050906359,2832.2353434585343,1999.740366170676,1.1312900461385196,0.4999918034261286
0.0028077628226819656,2836.26079056502,1997.097621612757,1.0000013836724957,0.4999997904646244
0.00040675809480142974,2859.0446628645595,1999.5946148071434,1.543076407381785,0.4999945577047383
0.0007478047846726465,2850.594090514254,1998.757243715873,1.2939665501286801,0.49999974583692247
0.0012266783297863002,2838.317603691729,1999.8995625189873,1.1736896290498418,0.4999995913928882
0.00036036690003226886,2855.815307502948,1999.4915689353484,1.697901479220444,0.49999457770816086
0.0023588304374840756,2828.3468755453473,1999.8886434048668,1.0351520438396886,0.4999998859860591
0.0010913575206065774,2841.6036967079344,1997.9030207654957,1.2006775205316864,0.4999975183908851
0.0020701318551545667,2822.3046427012646,1999.9535517080162,1.0621410142138012,0.4999904399636883
0.00035304231775411596,2852.8703640030326,1998.926661583971,1.7634109662466289,0.49999511501547744
0.0007830264122287845,2849.624742721092,1999.5925844300232,1.2813719314769276,0.4999911860974362
0.0025470968815414228,2831.8562240524107,1999.5451879190032,1.0194431161195534,0.4999911840177415
0.0025471028373196675,2831.856330458749,1999.5437793647857,1.0194431161195534,0.49999112403635343
0.0008964277506766796,2846.5795686790584,1999.8437097145136,1.2467813434494168,0.49999944530023
0.0006720322124848341,2852.713608228357,1999.932388668264,1.3238086236779307,0.49999658639154504
0.000604006893070502,2854.6420317065135,1998.57847463764,1.3575549331866494,0.4999011650576099
0.0003487991216632982,2848.2894869019183,1997.990609846571,1.841174588264554,0.4999984388333357
0.0015711651297825651,2830.4459066970308,1999.0111189992037,1.1202257164398224,0.4999936409739747
0.0005749218537792059,2855.464628401843,1999.9874081451849,1.373417652314323,0.4999815424608403
0.0003481177255024437,2846.629180633077,1999.8661060591999,1.8645143166709934,0.499992980674423
0.0021343710486865647,2823.7276362387265,1999.6444972583038,1.0559091341859852,0.4999818301880533
0.0003476864723042474,2845.0048116132184,1999.71490630314,1.8868975348652626,0.49999749081374606
