CH4_out,T_max_K,Vcat_m3,A_over_V_1_per_cm,diameter_cm,porosity
0.0009723783918945563,1780.518281428265,1.5005086319692589e-06,1511.8216247002567,2.9009273926518704,0.24324788381589013
0.0022145650058615555,1789.0458814194642,4.1804137731102697e-07,1948.649447137244,1.623662904020971,0.32699793469177274
0.0008220317884012358,1779.4376212275217,4.948188553503138e-07,1827.7025938204417,1.8183982727383226,0.36487810630191786
0.000733050193267267,1778.7875843626814,9.456459383449137e-07,1027.5591132430684,2.507026217349613,0.3614429939657835
0.0009902288783784352,1780.6453786192878,1.1093372510615029e-06,1329.7317164990923,2.5768574068568086,0.2909584487874935
0.011953887295397432,1851.0342601030288,2.572875788152113e-07,1453.4978894806516,1.2680833944943295,0.3209338959341388
0.0027236332601304216,1792.4388491754576,3.1486426476734934e-07,1203.4552406761495,1.524626680883699,0.4251094017890158
0.00039925973709156065,1776.2443188604657,4.6267137664836493e-07,1280.40875798604,1.9703819488632701,0.4942211599403716
0.0003534337891962896,1776.019034144751,9.014972677220461e-07,1961.6571936637868,2.4495798815470673,0.3623680566642303
0.0023407680300406826,1789.8906355233453,2.093888351740152e-07,1276.8912040453708,1.3213040175502537,0.4909776239648398
0.006343032691571132,1815.893441414825,2.1911406969906746e-07,1516.0685855478787,1.2317312249415406,0.3870469266612501
0.0003474499619305608,1776.4434884906293,6.127265565434425e-07,1776.6831143422978,2.226006602106081,0.4751893114372708
0.00277042549478573,1792.7489395344383,6.603037680735381e-07,1039.5928766642028,2.057178526520043,0.33780076486562116
0.0004217207352587426,1776.4165861770923,6.681267131482101e-07,1062.3495791498756,2.28265633827875,0.45578985154419704
0.0009750649616060325,1780.5374245465662,2.9841345586324656e-07,1592.941018104284,1.5201948954744464,0.4519644563094226
0.0004354100128456584,1776.5234925713428,5.529153679887461e-07,1509.4958815215093,2.021777768933066,0.4259090623106534
0.0003768532883743242,1776.0861691236976,9.7656343680539e-07,1147.9220357849565,2.639253438238554,0.4049860718009771
0.0013505545860593446,1783.171303632283,2.5213849385013485e-07,1787.096941554801,1.3832325180402705,0.440709248340359
0.006664166744378812,1817.937519073368,1.7321850710287514e-07,1191.3239260572002,1.1631052347270254,0.45656809228612105
0.000349825067604389,1776.0725867595024,1.175857392846591e-06,1861.2834961776684,2.753074192833161,0.34157291580763705
0.015455162387339114,1872.4358772533174,1.469333115559699e-07,1274.0483886137183,1.0141836572063325,0.3937162686724843
0.0005210204179998994,1777.1916893099162,1.2027493021636146e-06,1719.909383508693,2.6711384330005483,0.28456334820936263
0.0003947982293146573,1776.2111160179595,6.832531322003002e-07,1215.2181671629737,2.2786627601331757,0.4415164499435029
0.004798188808547615,1805.9887491439506,2.613744293405471e-07,1963.6708728449707,1.301049660842355,0.344663716459801
0.0006096215708128768,1777.8683040750034,5.000348253039933e-07,1894.7158621961735,1.8454338138908746,0.3768506186252144
0.0003835024210603444,1776.1302278741118,6.804018091064817e-07,1024.4906774933631,2.346919774305878,0.47572658589014677
0.0003491051298239348,1776.7889470106406,1.088971375098138e-06,1826.825329556721,2.7710405334198933,0.398106614156157
0.0021410291824915414,1788.5524197825941,1.1169533441839627e-06,1245.5522672431775,2.5370339977925087,0.26350242278225317
0.0033308013572249237,1796.4433745446047,1.648427517390022e-07,1831.2748346644612,1.1254358451415365,0.44764634401806674
0.007733550216936024,1824.712136635513,5.08872572716961e-07,1164.5072664741012,1.7502939929932837,0.2950214499670893
0.007452712381911706,1822.9376106399534,2.9558914705064536e-07,1691.3370352777413,1.3571437563487438,0.3188768486650959
0.01131453879978489,1847.0852727677934,3.69126165432718e-07,1005.8245951079809,1.524989425500203,0.3263566442686866
0.002103687192396329,1788.3014668715875,8.30036301171412e-07,1105.9212367073244,2.2663198920731156,0.3141272809659597
0.0005181878700807685,1777.169786064306,8.415233003521514e-07,1725.2939380762389,2.307732022136789,0.3293680246332219
0.0003472593483350125,1776.3033500343563,6.727576854011402e-07,1867.3205056421994,2.264270235000334,0.4430823056318897
0.004877597861455023,1806.501067908811,7.608169107725109e-07,1341.794723940113,2.0873385793369112,0.25888906553442603
0.00656519814747953,1817.3080644516847,3.7635935281323013e-07,1996.141190118628,1.4864309286126542,0.2770602401681308
0.003525970841741804,1797.722715343157,3.090770372794266e-07,1073.190072390966,1.5156062379934732,0.42893855976321593
0.01036697767216723,1841.2082494485273,2.559522600427539e-07,1697.8935706830812,1.2573464246343389,0.3128715504284283
0.000674264525076402,1778.3526720773903,8.483395323123686e-07,1420.921394617463,2.3299684927239213,0.3367786889131247
0.0003474563847169532,1776.4456478933073,9.84560618953573e-07,1586.5183268255314,2.679369207217885,0.41794208309371117
0.0031981110327358856,1795.57154346692,5.846619736850513e-07,1365.007263508559,1.8967926186889685,0.310309870907002
0.018507718230884162,1890.7963790017052,3.331961535343091e-07,1109.7346640066967,1.4064830881747932,0.28514194668323933
0.0030342061483800324,1794.492178862786,3.9062858590788935e-07,1314.1338956023023,1.6260957176398754,0.37300991487588564
0.00035143682543111983,1777.1527072509439,8.616056922434828e-07,1971.6899756197547,2.549328269847464,0.4373401844518416
